Rank;DokumentType;Titel;PopulærTitel;Ressort;AdministrerendeMyndighed;JournalNummer;Nummer;År;DokumentId;ACCN;Publiceringsmedie;UndtagetFraOffentliggørelse;GeografiskDækning;UnderskriftDato;PubliceretTidspunkt;SidstPubliceretTidspunkt;BekendtgørelsesDato;HistoriskDato;Historisk;RedaktionelNote;OmtryksNote;AlternativeMedierNote;AnfoerINote;HjemmelVedroerer;SenereAendringer;ÆndrerI;Tiltræder;EliUrl
B;Bekendtgørelse;Bekendtgørelse om forbudte fiskemetoder i saltvand;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeridirektoratet;Fødevaremin.,\nFiskeridir., j.nr. 2000-2510-35;784;2000;AH000690;B20000078405;Lovtidende A;;Fremgår af forskriften;20000821;20000829;20070102;20000829;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2000/784
B;Bekendtgørelse;Bekendtgørelse om fredningsbælterne i Flensborg Fjord og farvandene omkring Als;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;91-216-7;702;1992;CM037237;B19920070205;Lovtidende A;;Fremgår af forskriften;19920811;19970925;20070102;19920825;;FALSE;(* 1) Bilag udeladt. Der henvises til originalen i A Tidende nr. 115 af 25.08.1992.;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/1992/702
B;Bekendtgørelse;Bekendtgørelse om ændring i forretningernes fordeling mellem ministrene;;Statsministeriet;;Statsmin., j.nr. 123-4;1152;1999;AP000016;B19990115205;Lovtidende A;;Fremgår af forskriften;19991228;19991231;20010316;19991231;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/1999/1152
B;Bekendtgørelse;Bekendtgørelse om miljøskade mv. på beskyttede arter eller internationale naturbeskyttelsesområder i forbindelse med udøvelse af erhvervsmæssige fiskeriaktiviteter;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeridirektoratet;Fødevaremin.,\nFiskeridirektoratet j.nr. 2006-02712;789;2008;AH002996;B20080078905;Lovtidende A;;Fremgår af forskriften;20080724;20080725;20080725;20080725;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2008/789
B;Bekendtgørelse;Bekendtgørelse om afmærkning af fiskeredskaber;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fiskerimin., IV j.nr. 91-6455-35;307;1994;CM036566;B19940030705;Lovtidende A;;Fremgår af forskriften;19940422;19970925;20070102;19940503;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/1994/307
B;Bekendtgørelse;Bekendtgørelse om ændring i forretningernes fordeling mellem ministrene;;Statsministeriet;;Statsmin., j.nr. 2015-3604;1229;2015;AP000269;B20150122905;Lovtidende A;;Fremgår af forskriften;20151103;20151105;20151105;20151105;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2015/1229
A;Ændringslov;Lov om ændring af årsregnskabsloven og forskellige andre love\n(Obligatorisk digital kommunikation mellem virksomheder og det offentlige, skattefritagelse af Fornyelsesfondens garantiordning m.v.);;Erhvervsministeriet;Økonomi- og Erhvervsministeriet;Økonomi- og Erhvervsmin., j.nr. 10/04824;341;2011;AU004386;A20110034130;Lovtidende A;;Fremgår af forskriften;20110427;20110428;20180508;20110428;;FALSE;;Loven er omtrykt, da teksten »Under Vor Kongelige Hånd og Segl« før regentens eller rigsforstanderens navn på grund af en fejl i den tekniske produktion af forskriften var udeladt. Fejlen vedrører således ikke lovens indhold.;;;;LOV nr 1360 af 16/12/2014,LOV nr 524 af 29/04/2015,LOV nr 497 af 22/05/2018;;;https://www.retsinformation.dk/eli/lta/2011/341
B;Bekendtgørelse;Bekendtgørelse om undersøgelse af prionproteingenotype hos får;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevaredirektoratet;Fødevaremin.,\nFødevaredir., j. nr. 2003-20-23-00501;210;2003;AH001497;B20030021005;Lovtidende A;;Fremgår af forskriften;20030326;20030404;20061005;20030404;;FALSE;;;;;A20220000929;;;;https://www.retsinformation.dk/eli/lta/2003/210
B;Bekendtgørelse;Bekendtgørelse om ophævelse af bekendtgørelse om indførsel af frugt og grønsager med oprindelse i eller afsendt fra Uganda, Kenya, Tanzania og Mozambique.;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Veterinær- og Fødevaredirektoratet;Fødevaremin.,\nVeterinær- og Fødevaredirektoratet, j.nr. 04 kt. 10-556-0/98;36;1999;AH000160;B19990003605;Lovtidende A;;Fremgår af forskriften;19990121;19990129;20090128;19990129;;FALSE;;;;;A20220000829;;;;https://www.retsinformation.dk/eli/lta/1999/36
B;Bekendtgørelse;Bekendtgørelse om ændring i forretningernes fordeling mellem ministrene;;Statsministeriet;;Statsmin., j.nr. 123-6;1151;1999;AP000015;B19990115105;Lovtidende A;;Fremgår af forskriften;19991228;19991231;20010316;19991231;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/1999/1151
B;Bekendtgørelse;Bekendtgørelse om ikrafttræden af dele af fiskerilov;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fødevaremin., j.nr. 1999-1180-0063;520;1999;AH000298;B19990052005;Lovtidende A;;Fremgår af forskriften;19990624;19990626;20070102;19990626;;FALSE;;;;;A20190026129;BEK nr 769 af 09/07/2004;;;https://www.retsinformation.dk/eli/lta/1999/520
A;Ændringslov;Lov om ændring af lov om husdyrbrug og anvendelse af gødning m.v. (Betingelser for tilladelse til tildeling af over 170 kg kvælstof fra organisk gødning pr. hektar, administrative bødeforelæg m.v.);;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021-76;415;2022;DC000540;A20220041530;Lovtidende A;;Fremgår af forskriften;20220405;20220406;20220406;20220406;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2022/415
B;Bekendtgørelse;Bekendtgørelse om våben og ammunition mv.;;Justitsministeriet;;Justitsmin., j.nr. 2021-509-0261;2531;2021;AA012799;B20210253105;Lovtidende A;;Fremgår af forskriften;20211220;20211222;20211222;20211222;;FALSE;;;;;A20190026529,A20210173629;;;;https://www.retsinformation.dk/eli/lta/2021/2531
B;Bekendtgørelse;Bekendtgørelse om støtte til fordel for fiskeriet i henhold til EU´s statsstøtteregler og finansieret af Fiskeafgiftsfonden;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeafgiftsfonden;Miljø- og Fødevaremin.,\nNaturErhvervstyrelsen, j. nr. 15-0171-000024;41;2017;CK001084;B20170004105;Lovtidende A;;Fremgår af forskriften;20170103;20170112;20170112;20170112;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2017/41
B;Bekendtgørelse;Bekendtgørelse om modtagefaciliteter for affald fra skibe, om skibes aflevering af affald og havnes affaldsplaner;;Miljøministeriet;Miljøstyrelsen;Miljømin.,\n Miljøstyrelsen,  j.nr. MST-2021-50159;577;2022;DD000180;B20220057705;Lovtidende A;;Fremgår af forskriften;20220506;20220511;20220511;20220511;;FALSE;;;;;A20190116529;;;;https://www.retsinformation.dk/eli/lta/2022/577
B;Bekendtgørelse;Bekendtgørelse om administration af planloven i forbindelse med internationale naturbeskyttelsesområder samt beskyttelse af visse arter;;Indenrigs- og Boligministeriet;;Erhvervs- og Vækstmin.,\nErhvervsstyrelsen, j.nr. 2016-10581;1383;2016;BP001743;B20160138305;Lovtidende A;;Fremgår af forskriften;20161126;20161129;20161129;20161129;;FALSE;;;;;A20200115729;;;;https://www.retsinformation.dk/eli/lta/2016/1383
A;Ændringslov;Lov om ændring af lov om naturbeskyttelse, lov om skove, dyrevelfærdsloven, lov om mark- og vejfred og færdselsloven (Adgang til at etablere naturnationalparker og obligatorisk digital kommunikation m.v.);;Miljøministeriet;Miljøministeriet;Miljømin., j.nr. 2020-5425;1177;2021;DD000077;A20210117730;Lovtidende A;;Fremgår af forskriften;20210608;20210609;20210611;20210609;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/1177
B;Bekendtgørelse;Bekendtgørelse om skibsmeldesystemet BELTREP og sejlads under Østbroen og Vestbroen i Storebælt;BELTREP;Erhvervsministeriet;Søfartsstyrelsen;Erhvervs- og Vækstmin.,\nSøfartsstyrelsen, j.nr. 2013007060;820;2013;BP000556;B20130082005;Lovtidende A;;Fremgår af forskriften;20130626;20130629;20130720;20130629;;FALSE;;;;;A20220022129;;;;https://www.retsinformation.dk/eli/lta/2013/820
B;Bekendtgørelse;Bekendtgørelse om administration af internationale naturbeskyttelsesområder samt beskyttelse af visse arter for så vidt angår forsvarets aktiviteter;;Forsvarsministeriet;Forsvarsministeriet;Forsvarsmin., j.nr.  2009/002397;1458;2010;AG000447;B20100145805;Lovtidende A;;Fremgår af forskriften;20101214;20101218;20110105;20101218;;FALSE;;"Bekendtgørelse nr. 1458 af 14. december 2010 om administration af internationale naturbeskyttelsesområder samt beskyttelse af visse arter for så vidt angår forsvarets aktiviteter er omtrykt den 4. januar 2011.&#x0D;
I titlens note er henvisning til ""Rådets direktiv 2009/127/EF af 30. november 2009 om beskyttelse af vilde fugle (EF-fuglebeskyttelsesdirektivet)"" rettet til ""Rådets direktiv 79/409/EØF af 2. april 1979 om beskyttelse af vilde fugle (EF-fuglebeskyttelsesdirektivet)"". ";;;A20210198629;;;;https://www.retsinformation.dk/eli/lta/2010/1458
B;Bekendtgørelse;Bekendtgørelse om ophævelse af bekendtgørelse om afgift for saltvandsopdrættet regnbueørred;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fødevaremin. 3. afd., 4. kt., j.nr. 1997-0829-1;626;1997;CM045102;B19970062605;Lovtidende A;;Fremgår af forskriften;19970718;19970925;20070102;19970729;;FALSE;;;;;A20170003529;;;;https://www.retsinformation.dk/eli/lta/1997/626
B;Bekendtgørelse;Bekendtgørelse om ophævelse af bekendtgørelse om administration af lurmærket;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevareministeriet;Fødevaremin., 1. afd. 2. kt., j.nr. 1997-4132-0001;200;1997;CM043487;B19970020005;Lovtidende A;;Fremgår af forskriften;19970312;19970925;20061211;19970325;;FALSE;;;;;A20220000829;;;;https://www.retsinformation.dk/eli/lta/1997/200
B;Bekendtgørelse;Bekendtgørelse om Hanstholm Vildtreservat;;Ministeriet for Fødevarer, Landbrug og Fiskeri;By- og Landskabsstyrelsen/Søfartsstyrelsen;Miljø- og Energimin., j.nr. SN 4621-0050;181;1995;CM006979;B19950018105;Lovtidende A;;Fremgår af forskriften;19950220;19970925;20070706;19950331;;FALSE;;;;;A20190026529,A20210198629;;;;https://www.retsinformation.dk/eli/lta/1995/181
B;Bekendtgørelse;Bekendtgørelse om sikkerhedszoner og zoner til overholdelse af orden og forebyggelse af fare;;Klima-, Energi- og Forsyningsministeriet;;Energimin. j.nr. 4713-1;657;1985;CM007436;B19850065705;Lovtidende A;;Fremgår af forskriften;19851230;19970925;20070719;19860125;;FALSE;;;;;A20180118929,A20220022129;;;;https://www.retsinformation.dk/eli/lta/1985/657
B;Bekendtgørelse;Bekendtgørelse om indførelse af et mindstebeløb for udbetaling af eksportrestitution\n(Bagatelgrænsebekendtgørelsen);Bagatelgrænsebekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;Direktoratet for FødevareErhverv;Fødevaremin., j.nr. 1997-3132-0002;199;2002;AH001173;B20020019905;Lovtidende A;;Fremgår af forskriften;20020410;20020419;20070102;20020419;;FALSE;;;;;A20200011529;;;;https://www.retsinformation.dk/eli/lta/2002/199
B;Bekendtgørelse;Bekendtgørelse om arbejdsmiljøkursus for havnesikkerhedsudvalg og sikkerhedsgrupper i fiskeskibe (§ 8-kursus for fiskeskibe);;Erhvervsministeriet;Søfartsstyrelsen;Erhvervs- og Vækstmin.,\nSøfartsstyrelsen, j.nr. 2015001186;256;2015;BP001228;B20150025605;Lovtidende A;;Fremgår af forskriften;20150318;20150320;20150320;20150320;;FALSE;;;;;A20140007429;;;;https://www.retsinformation.dk/eli/lta/2015/256
B;Bekendtgørelse;Bekendtgørelse om ændringer i ministeriernes forretningsområder (Sommertid, fødevareministerium og finansielle virksomheder);;Statsministeriet;;Statmin., j.nr. 121-6;126;1997;CM043223;B19970012605;Lovtidende A;;Fremgår af forskriften;19970121;19970925;19970925;19970218;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/1997/126
B;Bekendtgørelse;Bekendtgørelse om ophævelse af forskellige bekendtgørelser om ud- og indførsel af visse dyr og produkter.;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fødevaremin.,\nVeterinær- og Fødevaredir. j. nr. 01 kt. 10-602-0/98;737;1998;AH000039;B19980073705;Lovtidende A;;Fremgår af forskriften;19981012;19981020;20061005;19981020;;FALSE;;;;;A20220000929;;;;https://www.retsinformation.dk/eli/lta/1998/737
B;Bekendtgørelse;Bekendtgørelse om Mejlø vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;D.J. 859K96;14006;1978;CM007783;B19781400605;Retsinformation;;Fremgår af forskriften;19780224;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1978/14006
B;Bekendtgørelse;Bekendtgørelse om Søby Rev vildtreservat;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Ingen;14002;1976;CM007733;B19761400205;Retsinformation;;Fremgår af forskriften;19760329;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1976/14002
B;Bekendtgørelse;Bekendtgørelse om inseminering af heste;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Fødevaremin, \n Fødevarestyrelsen, j.nr. 2010-20-2301-00358;83;2010;AH003722;B20100008305;Lovtidende A;;Fremgår af forskriften;20100127;20100129;20100129;20100129;;FALSE;;;;;A20220000929;;;;https://www.retsinformation.dk/eli/lta/2010/83
B;Bekendtgørelse;Bekendtgørelse om udbetaling af særligt tilskud til kommuner som følge af nedsættelse af grundskylden af landbrugsejendomme og lignende ejendomme;;Skatteministeriet;Strukturdirektoratet;Fødevaremin., j.nr. 1997-0641-7;627;1997;CM045103;B19970062705;Lovtidende A;;Fremgår af forskriften;19970718;19970925;20060706;19970729;;FALSE;;;;;A19970040930,A20200146329;;;;https://www.retsinformation.dk/eli/lta/1997/627
B;Bekendtgørelse;Bekendtgørelse om indførsel af fødevarer, foder, animalske biprodukter, afledte produkter og fødevarekontaktmaterialer med særlige restriktioner m.v. og om straffebestemmelser for overtrædelse af relaterede EU-retsakter;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nFødevarestyrelsen, j.nr. 2022-16-31-00375;538;2022;DC000559;B20220053805;Lovtidende A;;Fremgår af forskriften;20220426;20220503;20220503;20220503;;FALSE;;;;;A20180100029,A20220000829,A20220000929;;;;https://www.retsinformation.dk/eli/lta/2022/538
B;Bekendtgørelse;Bekendtgørelse om indkøbsforeninger for mindre jordbrugere;Indkøbsforeninger;Ministeriet for Fødevarer, Landbrug og Fiskeri;Direktoratet for FødevareErhverv;Fødevaremin.,\nDirektoratet for FødevareErhverv, j.nr. 3612-03-2;829;2005;AH002165;B20050082905;Lovtidende A;;Fremgår af forskriften;20050829;20050906;20050906;20050906;;FALSE;;;;;A20170001529;;;;https://www.retsinformation.dk/eli/lta/2005/829
B;Bekendtgørelse;Bekendtgørelse om fredningsbælterne i Åbenrå Fjord;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fiskerimin. III j.nr. 85-1561-16;11;1987;CM036011;B19870001105;Lovtidende A;;Fremgår af forskriften;19870108;19970925;20070102;19870123;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/1987/11
B;Bekendtgørelse;Bekendtgørelse om fredning af øgruppen Hirsholmene, øen Deget og omliggende søterritorium;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;938;2016;CK000794;B20160093805;Lovtidende A;;Fremgår af forskriften;20160627;20160630;20160630;20160630;;FALSE;;;;;A20210198629;;;;https://www.retsinformation.dk/eli/lta/2016/938
B;Bekendtgørelse;Bekendtgørelse om en begrænset fredning af en del af Heilsminde Nor.;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fiskerimin. j.nr. FM IIIa 85-1522-7;191;1985;CM036365;B19850019105;Lovtidende A;;Fremgår af forskriften;19850501;19970925;20070102;19850525;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/1985/191
B;Bekendtgørelse;Bekendtgørelse om Ulvedybet vildtreservat.;;Miljøministeriet;By- og Landskabsstyrelsen/Søfartsstyrelsen;Ingen;14001;1975;CM007717;B19751400105;Retsinformation;;Fremgår af forskriften;19750818;19970925;20070706;;;FALSE;;;;;A20190026529;;;;https://www.retsinformation.dk/eli/retsinfo/1975/14001
A;Lovbekendtgørelse;Bekendtgørelse af lov om jordfordeling og offentligt køb og salg af fast ejendom til jordbrugsmæssige formål m.m. (jordfordelingsloven);Jordfordelingsloven;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljø- og Fødevaremin.,\nNaturErhvervstyrelsen, j.nr. 16-0122-000032;31;2017;CK001134;A20170003129;Lovtidende A;;Fremgår af forskriften;20170104;20170107;20200918;20170107;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2017/31
B;Bekendtgørelse;Bekendtgørelse om tilladelse til opdræt af visse dyrearter;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Veterinær- og Fødevaredirektoratet;Fødevaremin., Veterinærdir., j.nr. JK 10-452-0/97 og 2 a 10-452-1/97;517;1997;CM044653;B19970051705;Lovtidende A;;Fremgår af forskriften;19970619;19970925;20180322;19970627;;FALSE;;;;;A20220000929;;;;https://www.retsinformation.dk/eli/lta/1997/517
B;Bekendtgørelse;Bekendtgørelse om ændringer i ministeriernes forretningsområder;;Statsministeriet;;Statsmin., j.nr. 121-0003;855;2004;AP000066;B20040085505;Lovtidende A;;Fremgår af forskriften;20040812;20040814;20050112;20040814;;FALSE;;;;;;BEK nr 1530 af 20/12/2004;;;https://www.retsinformation.dk/eli/lta/2004/855
B;Bekendtgørelse;Bekendtgørelse om tilskud til fælles indsatser akvakultur;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri, \nFiskeristyrelsen, j.nr. 20-25061-000003;1907;2020;DC000068;B20200190705;Lovtidende A;;Fremgår af forskriften;20201209;20201212;20201212;20201212;;FALSE;;;;;A20170001929;;;;https://www.retsinformation.dk/eli/lta/2020/1907
B;Bekendtgørelse;Bekendtgørelse om ændring i forretningernes fordeling mellem ministrene;;Statsministeriet;;Statsmin., j.nr. 121-0007;266;2008;AP000204;B20080026605;Lovtidende A;;Fremgår af forskriften;20080417;20080425;20080425;20080425;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2008/266
L;Bekendtgørelse (international);Bekendtgørelse om fiskeripartnerskabsaftalen af 28. juni 2007 mellem Det Europæiske Fællesskab og Danmark og Grønland samt tredje protokol af 19. december 1994 og fjerde protokol af 25. juli 2001 og ændringsprotokol af 18. juni 2003 til fjerde protokol til fiskeriaftalen af 13. marts 1984 mellem Danmark og Grønland på den ene side og Det Europæiske Økonomiske Fællesskab på den anden side;;Udenrigsministeriet;;Udenrigsmin., NFG j.nr. 400.M.7.Grønland.;25;2008;AS001004;L20080002564;Lovtidende C;;Fremgår af forskriften;20080930;20081003;20081008;20081003;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ltc/2008/25
B;Bekendtgørelse;Bekendtgørelse om offentlig fiskeauktion;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljø- og Fødevaremin.,\nNaturErhvervstyrelsen, j.nr. 15-7131-000006;1555;2015;CK000406;B20150155505;Lovtidende A;;Fremgår af forskriften;20151211;20151215;20151215;20151215;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2015/1555
B;Bekendtgørelse;Bekendtgørelse om søvejsregler;;Erhvervsministeriet;Søfartsstyrelsen;Økonomi- og Erhvervsmin.,\nSøfartsstyrelsen, j.nr. 200613954;1083;2009;AU003793;B20090108305;Lovtidende A;;Fremgår af forskriften;20091120;20091124;20091124;20091124;;FALSE;;;;;A20220022129;;;;https://www.retsinformation.dk/eli/lta/2009/1083
B;Bekendtgørelse;Bekendtgørelse om Amager vildtreservat samt fredning af dele af søterritoriet;;Miljøministeriet;Naturstyrelsen;Miljøministeriet,\nNaturstyrelsen, j.nr. NST-351-00053;545;2012;AL002641;B20120054505;Lovtidende A;;Fremgår af forskriften;20120520;20120616;20120616;20120616;;FALSE;;;;;A20190026529,A20210198629;;;;https://www.retsinformation.dk/eli/lta/2012/545
A;Lovbekendtgørelse;Bekendtgørelse af lov om maritim fysisk planlægning;;Erhvervsministeriet;Søfartsstyrelsen;Erhvervsmin.,\nSøfartsstyrelsen, j.nr. 2019-55646 ;400;2020;CQ001202;A20200040029;Lovtidende A;;Fremgår af forskriften;20200406;20200409;20200409;20200409;;FALSE;;;;;;LOV nr 782 af 04/05/2021;;;https://www.retsinformation.dk/eli/lta/2020/400
B;Bekendtgørelse;Bekendtgørelse om overvågning og registrering af Infektiøs pankreasnekrose (IPN) og Bakteriel nyresyge (BKD);;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Miljø- og Fødevaremin., \n Fødevarestyrelsen, j. nr. 2019-14-31-00104;1492;2019;CK002313;B20190149205;Lovtidende A;;Fremgår af forskriften;20191212;20191219;20191219;20191219;;FALSE;;;;;A20220000929;;;;https://www.retsinformation.dk/eli/lta/2019/1492
